product_id,product_name,category,price,rating,availability,number_of_reviews,product_url,scrape_date
154,The Kite Runner,Books,41.82,Four,In stock,,https://books.toscrape.com/catalogue/the-kite-runner_847/index.html,2025-12-18
155,The House by the Lake,Books,36.95,One,In stock,,https://books.toscrape.com/catalogue/the-house-by-the-lake_846/index.html,2025-12-18
156,The Glittering Court (The Glittering Court #1),Books,44.28,One,In stock,,https://books.toscrape.com/catalogue/the-glittering-court-the-glittering-court-1_845/index.html,2025-12-18
157,The Girl on the Train,Books,55.02,Two,In stock,,https://books.toscrape.com/catalogue/the-girl-on-the-train_844/index.html,2025-12-18
158,The Genius of Birds,Books,17.24,One,In stock,,https://books.toscrape.com/catalogue/the-genius-of-birds_843/index.html,2025-12-18
159,The Emerald Mystery,Books,23.15,Two,In stock,,https://books.toscrape.com/catalogue/the-emerald-mystery_842/index.html,2025-12-18
160,The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,Books,41.25,One,In stock,,https://books.toscrape.com/catalogue/the-cookies-cups-cookbook-125-sweet-savory-recipes-reminding-you-to-always-eat-dessert-first_841/index.html,2025-12-18
161,The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.,Books,32.0,Three,In stock,,https://books.toscrape.com/catalogue/the-bridge-to-consciousness-im-writing-the-bridge-between-science-and-our-old-and-new-beliefs_840/index.html,2025-12-18
162,The Artist's Way: A Spiritual Path to Higher Creativity,Books,38.49,Five,In stock,,https://books.toscrape.com/catalogue/the-artists-way-a-spiritual-path-to-higher-creativity_839/index.html,2025-12-18
163,The Art of War,Books,33.34,Five,In stock,,https://books.toscrape.com/catalogue/the-art-of-war_838/index.html,2025-12-18
164,The Argonauts,Books,10.93,Two,In stock,,https://books.toscrape.com/catalogue/the-argonauts_837/index.html,2025-12-18
165,The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,Books,27.55,Three,In stock,,https://books.toscrape.com/catalogue/the-10-entrepreneur-live-your-startup-dream-without-quitting-your-day-job_836/index.html,2025-12-18
166,Suddenly in Love (Lake Haven #1),Books,55.99,Two,In stock,,https://books.toscrape.com/catalogue/suddenly-in-love-lake-haven-1_835/index.html,2025-12-18
167,Something More Than This,Books,16.24,Four,In stock,,https://books.toscrape.com/catalogue/something-more-than-this_834/index.html,2025-12-18
168,Soft Apocalypse,Books,26.12,Two,In stock,,https://books.toscrape.com/catalogue/soft-apocalypse_833/index.html,2025-12-18
169,So You've Been Publicly Shamed,Books,12.23,Two,In stock,,https://books.toscrape.com/catalogue/so-youve-been-publicly-shamed_832/index.html,2025-12-18
170,Shoe Dog: A Memoir by the Creator of NIKE,Books,23.99,Two,In stock,,https://books.toscrape.com/catalogue/shoe-dog-a-memoir-by-the-creator-of-nike_831/index.html,2025-12-18
171,"Shobu Samurai, Project Aryoku (#3)",Books,29.06,Three,In stock,,https://books.toscrape.com/catalogue/shobu-samurai-project-aryoku-3_830/index.html,2025-12-18
172,Secrets and Lace (Fatal Hearts #1),Books,20.27,One,In stock,,https://books.toscrape.com/catalogue/secrets-and-lace-fatal-hearts-1_829/index.html,2025-12-18
173,Scarlett Epstein Hates It Here,Books,43.55,Five,In stock,,https://books.toscrape.com/catalogue/scarlett-epstein-hates-it-here_828/index.html,2025-12-18
174,Romero and Juliet: A Tragic Tale of Love and Zombies,Books,36.94,One,In stock,,https://books.toscrape.com/catalogue/romero-and-juliet-a-tragic-tale-of-love-and-zombies_827/index.html,2025-12-18
175,Redeeming Love,Books,20.47,Five,In stock,,https://books.toscrape.com/catalogue/redeeming-love_826/index.html,2025-12-18
176,Poses for Artists Volume 1 - Dynamic and Sitting Poses: An Essential Reference for Figure Drawing and the Human Form,Books,41.06,One,In stock,,https://books.toscrape.com/catalogue/poses-for-artists-volume-1-dynamic-and-sitting-poses-an-essential-reference-for-figure-drawing-and-the-human-form_825/index.html,2025-12-18
177,Poems That Make Grown Women Cry,Books,14.19,Four,In stock,,https://books.toscrape.com/catalogue/poems-that-make-grown-women-cry_824/index.html,2025-12-18
178,"Nightingale, Sing",Books,38.28,One,In stock,,https://books.toscrape.com/catalogue/nightingale-sing_823/index.html,2025-12-18
179,Night Sky with Exit Wounds,Books,41.05,One,In stock,,https://books.toscrape.com/catalogue/night-sky-with-exit-wounds_822/index.html,2025-12-18
180,Mrs. Houdini,Books,30.25,Five,In stock,,https://books.toscrape.com/catalogue/mrs-houdini_821/index.html,2025-12-18
181,Modern Romance,Books,28.26,Five,In stock,,https://books.toscrape.com/catalogue/modern-romance_820/index.html,2025-12-18
182,Miss Peregrineâs Home for Peculiar Children (Miss Peregrineâs Peculiar Children #1),Books,10.76,One,In stock,,https://books.toscrape.com/catalogue/miss-peregrines-home-for-peculiar-children-miss-peregrines-peculiar-children-1_819/index.html,2025-12-18
183,Louisa: The Extraordinary Life of Mrs. Adams,Books,16.85,Two,In stock,,https://books.toscrape.com/catalogue/louisa-the-extraordinary-life-of-mrs-adams_818/index.html,2025-12-18
184,Little Red,Books,13.47,Three,In stock,,https://books.toscrape.com/catalogue/little-red_817/index.html,2025-12-18
185,Library of Souls (Miss Peregrineâs Peculiar Children #3),Books,48.56,Five,In stock,,https://books.toscrape.com/catalogue/library-of-souls-miss-peregrines-peculiar-children-3_816/index.html,2025-12-18
186,Large Print Heart of the Pride,Books,19.15,Two,In stock,,https://books.toscrape.com/catalogue/large-print-heart-of-the-pride_815/index.html,2025-12-18
187,I Had a Nice Time And Other Lies...: How to find love & sh*t like that,Books,57.36,Four,In stock,,https://books.toscrape.com/catalogue/i-had-a-nice-time-and-other-lies-how-to-find-love-sht-like-that_814/index.html,2025-12-18
188,Hollow City (Miss Peregrineâs Peculiar Children #2),Books,42.98,One,In stock,,https://books.toscrape.com/catalogue/hollow-city-miss-peregrines-peculiar-children-2_813/index.html,2025-12-18
189,Grumbles,Books,22.16,Two,In stock,,https://books.toscrape.com/catalogue/grumbles_812/index.html,2025-12-18
190,Full Moon over Noahâs Ark: An Odyssey to Mount Ararat and Beyond,Books,49.43,Four,In stock,,https://books.toscrape.com/catalogue/full-moon-over-noahs-ark-an-odyssey-to-mount-ararat-and-beyond_811/index.html,2025-12-18
191,Frostbite (Vampire Academy #2),Books,29.99,Five,In stock,,https://books.toscrape.com/catalogue/frostbite-vampire-academy-2_810/index.html,2025-12-18
192,Follow You Home,Books,21.36,One,In stock,,https://books.toscrape.com/catalogue/follow-you-home_809/index.html,2025-12-18
193,First Steps for New Christians (Print Edition),Books,29.0,One,In stock,,https://books.toscrape.com/catalogue/first-steps-for-new-christians-print-edition_808/index.html,2025-12-18
194,Finders Keepers (Bill Hodges Trilogy #2),Books,53.53,Five,In stock,,https://books.toscrape.com/catalogue/finders-keepers-bill-hodges-trilogy-2_807/index.html,2025-12-18
195,"Fables, Vol. 1: Legends in Exile (Fables #1)",Books,41.62,Four,In stock,,https://books.toscrape.com/catalogue/fables-vol-1-legends-in-exile-fables-1_806/index.html,2025-12-18
196,Eureka Trivia 6.0,Books,54.59,Four,In stock,,https://books.toscrape.com/catalogue/eureka-trivia-60_805/index.html,2025-12-18
197,Drive: The Surprising Truth About What Motivates Us,Books,34.95,Four,In stock,,https://books.toscrape.com/catalogue/drive-the-surprising-truth-about-what-motivates-us_804/index.html,2025-12-18
198,Done Rubbed Out (Reightman & Bailey #1),Books,37.72,Five,In stock,,https://books.toscrape.com/catalogue/done-rubbed-out-reightman-bailey-1_803/index.html,2025-12-18
199,Doing It Over (Most Likely To #1),Books,35.61,Three,In stock,,https://books.toscrape.com/catalogue/doing-it-over-most-likely-to-1_802/index.html,2025-12-18
200,"Deliciously Ella Every Day: Quick and Easy Recipes for Gluten-Free Snacks, Packed Lunches, and Simple Meals",Books,42.16,Three,In stock,,https://books.toscrape.com/catalogue/deliciously-ella-every-day-quick-and-easy-recipes-for-gluten-free-snacks-packed-lunches-and-simple-meals_801/index.html,2025-12-18
201,Dark Notes,Books,19.19,Five,In stock,,https://books.toscrape.com/catalogue/dark-notes_800/index.html,2025-12-18
202,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",Books,19.43,Three,In stock,,https://books.toscrape.com/catalogue/daring-greatly-how-the-courage-to-be-vulnerable-transforms-the-way-we-live-love-parent-and-lead_799/index.html,2025-12-18
203,Close to You,Books,49.46,Four,In stock,,https://books.toscrape.com/catalogue/close-to-you_798/index.html,2025-12-18
204,Chasing Heaven: What Dying Taught Me About Living,Books,37.8,Two,In stock,,https://books.toscrape.com/catalogue/chasing-heaven-what-dying-taught-me-about-living_797/index.html,2025-12-18
205,Big Magic: Creative Living Beyond Fear,Books,30.8,Three,In stock,,https://books.toscrape.com/catalogue/big-magic-creative-living-beyond-fear_796/index.html,2025-12-18
206,Becoming Wise: An Inquiry into the Mystery and Art of Living,Books,27.43,Two,In stock,,https://books.toscrape.com/catalogue/becoming-wise-an-inquiry-into-the-mystery-and-art-of-living_795/index.html,2025-12-18
207,Beauty Restored (Riley Family Legacy Novellas #3),Books,11.11,Two,In stock,,https://books.toscrape.com/catalogue/beauty-restored-riley-family-legacy-novellas-3_794/index.html,2025-12-18
208,Batman: The Long Halloween (Batman),Books,36.5,Two,In stock,,https://books.toscrape.com/catalogue/batman-the-long-halloween-batman_793/index.html,2025-12-18
209,Batman: The Dark Knight Returns (Batman),Books,15.38,Five,In stock,,https://books.toscrape.com/catalogue/batman-the-dark-knight-returns-batman_792/index.html,2025-12-18
210,Ayumi's Violin,Books,15.48,Two,In stock,,https://books.toscrape.com/catalogue/ayumis-violin_791/index.html,2025-12-18
211,Anonymous,Books,46.82,Four,In stock,,https://books.toscrape.com/catalogue/anonymous_790/index.html,2025-12-18
212,Amy Meets the Saints and Sages,Books,18.46,Three,In stock,,https://books.toscrape.com/catalogue/amy-meets-the-saints-and-sages_789/index.html,2025-12-18
213,Amid the Chaos,Books,36.58,One,In stock,,https://books.toscrape.com/catalogue/amid-the-chaos_788/index.html,2025-12-18
214,Amatus,Books,50.54,Five,In stock,,https://books.toscrape.com/catalogue/amatus_787/index.html,2025-12-18
215,Agnostic: A Spirited Manifesto,Books,12.51,Five,In stock,,https://books.toscrape.com/catalogue/agnostic-a-spirited-manifesto_786/index.html,2025-12-18
216,Zealot: The Life and Times of Jesus of Nazareth,Books,24.7,Three,In stock,,https://books.toscrape.com/catalogue/zealot-the-life-and-times-of-jesus-of-nazareth_785/index.html,2025-12-18
217,You (You #1),Books,43.61,Five,In stock,,https://books.toscrape.com/catalogue/you-you-1_784/index.html,2025-12-18
218,"Wonder Woman: Earth One, Volume One (Wonder Woman: Earth One #1)",Books,37.34,Four,In stock,,https://books.toscrape.com/catalogue/wonder-woman-earth-one-volume-one-wonder-woman-earth-one-1_783/index.html,2025-12-18
219,Wild Swans,Books,14.36,Two,In stock,,https://books.toscrape.com/catalogue/wild-swans_782/index.html,2025-12-18
220,Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond,Books,52.65,Four,In stock,,https://books.toscrape.com/catalogue/why-the-right-went-wrong-conservatism-from-goldwater-to-the-tea-party-and-beyond_781/index.html,2025-12-18
221,Whole Lotta Creativity Going On: 60 Fun and Unusual Exercises to Awaken and Strengthen Your Creativity,Books,38.2,Four,In stock,,https://books.toscrape.com/catalogue/whole-lotta-creativity-going-on-60-fun-and-unusual-exercises-to-awaken-and-strengthen-your-creativity_780/index.html,2025-12-18
222,What's It Like in Space?: Stories from Astronauts Who've Been There,Books,19.6,Two,In stock,,https://books.toscrape.com/catalogue/whats-it-like-in-space-stories-from-astronauts-whove-been-there_779/index.html,2025-12-18
223,"We Are Robin, Vol. 1: The Vigilante Business (We Are Robin #1)",Books,53.9,One,In stock,,https://books.toscrape.com/catalogue/we-are-robin-vol-1-the-vigilante-business-we-are-robin-1_778/index.html,2025-12-18
224,Walt Disney's Alice in Wonderland,Books,12.96,Five,In stock,,https://books.toscrape.com/catalogue/walt-disneys-alice-in-wonderland_777/index.html,2025-12-18
225,V for Vendetta (V for Vendetta Complete),Books,37.1,Four,In stock,,https://books.toscrape.com/catalogue/v-for-vendetta-v-for-vendetta-complete_776/index.html,2025-12-18
226,Until Friday Night (The Field Party #1),Books,46.31,Two,In stock,,https://books.toscrape.com/catalogue/until-friday-night-the-field-party-1_775/index.html,2025-12-18
227,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Books,45.95,Two,In stock,,https://books.toscrape.com/catalogue/unbroken-a-world-war-ii-story-of-survival-resilience-and-redemption_774/index.html,2025-12-18
228,Twenty Yawns,Books,22.08,Two,In stock,,https://books.toscrape.com/catalogue/twenty-yawns_773/index.html,2025-12-18
229,Through the Woods,Books,25.38,Two,In stock,,https://books.toscrape.com/catalogue/through-the-woods_772/index.html,2025-12-18
230,This Is Where It Ends,Books,27.12,Two,In stock,,https://books.toscrape.com/catalogue/this-is-where-it-ends_771/index.html,2025-12-18
231,The Year of Magical Thinking,Books,43.04,Two,In stock,,https://books.toscrape.com/catalogue/the-year-of-magical-thinking_770/index.html,2025-12-18
232,The Wright Brothers,Books,56.8,Four,In stock,,https://books.toscrape.com/catalogue/the-wright-brothers_769/index.html,2025-12-18
233,The White Queen (The Cousins' War #1),Books,25.91,Five,In stock,,https://books.toscrape.com/catalogue/the-white-queen-the-cousins-war-1_768/index.html,2025-12-18
234,The Wedding Pact (The O'Malleys #2),Books,32.61,Three,In stock,,https://books.toscrape.com/catalogue/the-wedding-pact-the-omalleys-2_767/index.html,2025-12-18
235,The Time Keeper,Books,27.88,Five,In stock,,https://books.toscrape.com/catalogue/the-time-keeper_766/index.html,2025-12-18
236,The Testament of Mary,Books,52.67,Four,In stock,,https://books.toscrape.com/catalogue/the-testament-of-mary_765/index.html,2025-12-18
237,The Star-Touched Queen,Books,46.02,Five,In stock,,https://books.toscrape.com/catalogue/the-star-touched-queen_764/index.html,2025-12-18
238,The Songs of the Gods,Books,44.48,Five,In stock,,https://books.toscrape.com/catalogue/the-songs-of-the-gods_763/index.html,2025-12-18
239,The Song of Achilles,Books,37.4,Five,In stock,,https://books.toscrape.com/catalogue/the-song-of-achilles_762/index.html,2025-12-18
240,The Rosie Project (Don Tillman #1),Books,54.04,One,In stock,,https://books.toscrape.com/catalogue/the-rosie-project-don-tillman-1_761/index.html,2025-12-18
241,The Power of Habit: Why We Do What We Do in Life and Business,Books,16.88,Three,In stock,,https://books.toscrape.com/catalogue/the-power-of-habit-why-we-do-what-we-do-in-life-and-business_760/index.html,2025-12-18
242,The Marriage of Opposites,Books,28.08,Four,In stock,,https://books.toscrape.com/catalogue/the-marriage-of-opposites_759/index.html,2025-12-18
243,The Lucifer Effect: Understanding How Good People Turn Evil,Books,10.4,One,In stock,,https://books.toscrape.com/catalogue/the-lucifer-effect-understanding-how-good-people-turn-evil_758/index.html,2025-12-18
244,The Long Haul (Diary of a Wimpy Kid #9),Books,44.07,One,In stock,,https://books.toscrape.com/catalogue/the-long-haul-diary-of-a-wimpy-kid-9_757/index.html,2025-12-18
245,The Loney,Books,23.4,One,In stock,,https://books.toscrape.com/catalogue/the-loney_756/index.html,2025-12-18
246,The Literature Book (Big Ideas Simply Explained),Books,17.43,Three,In stock,,https://books.toscrape.com/catalogue/the-literature-book-big-ideas-simply-explained_755/index.html,2025-12-18
247,The Last Mile (Amos Decker #2),Books,54.21,Two,In stock,,https://books.toscrape.com/catalogue/the-last-mile-amos-decker-2_754/index.html,2025-12-18
248,The Immortal Life of Henrietta Lacks,Books,40.67,Two,In stock,,https://books.toscrape.com/catalogue/the-immortal-life-of-henrietta-lacks_753/index.html,2025-12-18
249,The Hidden Oracle (The Trials of Apollo #1),Books,52.26,Two,In stock,,https://books.toscrape.com/catalogue/the-hidden-oracle-the-trials-of-apollo-1_752/index.html,2025-12-18
250,The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,Books,28.77,Three,In stock,,https://books.toscrape.com/catalogue/the-help-yourself-cookbook-for-kids-60-easy-plant-based-recipes-kids-can-make-to-stay-healthy-and-save-the-earth_751/index.html,2025-12-18
251,The Guilty (Will Robie #4),Books,13.82,Two,In stock,,https://books.toscrape.com/catalogue/the-guilty-will-robie-4_750/index.html,2025-12-18
252,The First Hostage (J.B. Collins #2),Books,25.85,Three,In stock,,https://books.toscrape.com/catalogue/the-first-hostage-jb-collins-2_749/index.html,2025-12-18
253,The Dovekeepers,Books,48.78,One,In stock,,https://books.toscrape.com/catalogue/the-dovekeepers_748/index.html,2025-12-18
254,The Darkest Lie,Books,35.35,Five,In stock,,https://books.toscrape.com/catalogue/the-darkest-lie_747/index.html,2025-12-18
255,The Bane Chronicles (The Bane Chronicles #1-11),Books,44.73,Four,In stock,,https://books.toscrape.com/catalogue/the-bane-chronicles-the-bane-chronicles-1-11_746/index.html,2025-12-18
256,The Bad-Ass Librarians of Timbuktu: And Their Race to Save the Worldâs Most Precious Manuscripts,Books,15.77,One,In stock,,https://books.toscrape.com/catalogue/the-bad-ass-librarians-of-timbuktu-and-their-race-to-save-the-worlds-most-precious-manuscripts_745/index.html,2025-12-18
257,The 14th Colony (Cotton Malone #11),Books,39.24,One,In stock,,https://books.toscrape.com/catalogue/the-14th-colony-cotton-malone-11_744/index.html,2025-12-18
258,That Darkness (Gardiner and Renner #1),Books,13.92,One,In stock,,https://books.toscrape.com/catalogue/that-darkness-gardiner-and-renner-1_743/index.html,2025-12-18
259,Tastes Like Fear (DI Marnie Rome #3),Books,10.69,One,In stock,,https://books.toscrape.com/catalogue/tastes-like-fear-di-marnie-rome-3_742/index.html,2025-12-18
260,Take Me with You,Books,45.21,Three,In stock,,https://books.toscrape.com/catalogue/take-me-with-you_741/index.html,2025-12-18
261,Swell: A Year of Waves,Books,45.58,One,In stock,,https://books.toscrape.com/catalogue/swell-a-year-of-waves_740/index.html,2025-12-18
262,Superman Vol. 1: Before Truth (Superman by Gene Luen Yang #1),Books,11.89,Five,In stock,,https://books.toscrape.com/catalogue/superman-vol-1-before-truth-superman-by-gene-luen-yang-1_739/index.html,2025-12-18
263,Still Life with Bread Crumbs,Books,26.41,Three,In stock,,https://books.toscrape.com/catalogue/still-life-with-bread-crumbs_738/index.html,2025-12-18
264,Steve Jobs,Books,39.5,Five,In stock,,https://books.toscrape.com/catalogue/steve-jobs_737/index.html,2025-12-18
265,Sorting the Beef from the Bull: The Science of Food Fraud Forensics,Books,44.74,Four,In stock,,https://books.toscrape.com/catalogue/sorting-the-beef-from-the-bull-the-science-of-food-fraud-forensics_736/index.html,2025-12-18
266,Someone Like You (The Harrisons #2),Books,52.79,Five,In stock,,https://books.toscrape.com/catalogue/someone-like-you-the-harrisons-2_735/index.html,2025-12-18
267,"So Cute It Hurts!!, Vol. 6 (So Cute It Hurts!! #6)",Books,35.43,Four,In stock,,https://books.toscrape.com/catalogue/so-cute-it-hurts-vol-6-so-cute-it-hurts-6_734/index.html,2025-12-18
268,Shtum,Books,55.84,Four,In stock,,https://books.toscrape.com/catalogue/shtum_733/index.html,2025-12-18
269,See America: A Celebration of Our National Parks & Treasured Sites,Books,48.87,Three,In stock,,https://books.toscrape.com/catalogue/see-america-a-celebration-of-our-national-parks-treasured-sites_732/index.html,2025-12-18
270,salt.,Books,46.78,Four,In stock,,https://books.toscrape.com/catalogue/salt_731/index.html,2025-12-18
271,Robin War,Books,47.82,Three,In stock,,https://books.toscrape.com/catalogue/robin-war_730/index.html,2025-12-18
272,"Red Hood/Arsenal, Vol. 1: Open for Business (Red Hood/Arsenal #1)",Books,25.48,Two,In stock,,https://books.toscrape.com/catalogue/red-hoodarsenal-vol-1-open-for-business-red-hoodarsenal-1_729/index.html,2025-12-18
273,Rain Fish,Books,23.57,Three,In stock,,https://books.toscrape.com/catalogue/rain-fish_728/index.html,2025-12-18
274,"Quarter Life Poetry: Poems for the Young, Broke and Hangry",Books,50.89,Five,In stock,,https://books.toscrape.com/catalogue/quarter-life-poetry-poems-for-the-young-broke-and-hangry_727/index.html,2025-12-18
275,Pet Sematary,Books,10.56,Three,In stock,,https://books.toscrape.com/catalogue/pet-sematary_726/index.html,2025-12-18
276,"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",Books,52.15,Three,In stock,,https://books.toscrape.com/catalogue/overload-how-to-unplug-unwind-and-unleash-yourself-from-the-pressure-of-stress_725/index.html,2025-12-18
277,Once Was a Time,Books,18.28,Two,In stock,,https://books.toscrape.com/catalogue/once-was-a-time_724/index.html,2025-12-18
278,Old School (Diary of a Wimpy Kid #10),Books,11.83,Five,In stock,,https://books.toscrape.com/catalogue/old-school-diary-of-a-wimpy-kid-10_723/index.html,2025-12-18
279,No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon,Books,21.95,Two,In stock,,https://books.toscrape.com/catalogue/no-dream-is-too-high-life-lessons-from-a-man-who-walked-on-the-moon_722/index.html,2025-12-18
280,"Naruto (3-in-1 Edition), Vol. 14: Includes Vols. 40, 41 & 42 (Naruto: Omnibus #14)",Books,38.39,Two,In stock,,https://books.toscrape.com/catalogue/naruto-3-in-1-edition-vol-14-includes-vols-40-41-42-naruto-omnibus-14_721/index.html,2025-12-18
281,My Name Is Lucy Barton,Books,41.56,One,In stock,,https://books.toscrape.com/catalogue/my-name-is-lucy-barton_720/index.html,2025-12-18
282,My Mrs. Brown,Books,24.48,Three,In stock,,https://books.toscrape.com/catalogue/my-mrs-brown_719/index.html,2025-12-18
283,My Kind of Crazy,Books,40.36,One,In stock,,https://books.toscrape.com/catalogue/my-kind-of-crazy_718/index.html,2025-12-18
284,Mr. Mercedes (Bill Hodges Trilogy #1),Books,28.9,One,In stock,,https://books.toscrape.com/catalogue/mr-mercedes-bill-hodges-trilogy-1_717/index.html,2025-12-18
285,More Than Music (Chasing the Dream #1),Books,37.61,Two,In stock,,https://books.toscrape.com/catalogue/more-than-music-chasing-the-dream-1_716/index.html,2025-12-18
286,Made to Stick: Why Some Ideas Survive and Others Die,Books,38.85,Five,In stock,,https://books.toscrape.com/catalogue/made-to-stick-why-some-ideas-survive-and-others-die_715/index.html,2025-12-18
287,Luis Paints the World,Books,53.95,Three,In stock,,https://books.toscrape.com/catalogue/luis-paints-the-world_714/index.html,2025-12-18
288,Luckiest Girl Alive,Books,49.83,Three,In stock,,https://books.toscrape.com/catalogue/luckiest-girl-alive_713/index.html,2025-12-18
289,Lowriders to the Center of the Earth (Lowriders in Space #2),Books,51.51,Two,In stock,,https://books.toscrape.com/catalogue/lowriders-to-the-center-of-the-earth-lowriders-in-space-2_712/index.html,2025-12-18
290,Love Is a Mix Tape (Music #1),Books,18.03,One,In stock,,https://books.toscrape.com/catalogue/love-is-a-mix-tape-music-1_711/index.html,2025-12-18
291,Looking for Lovely: Collecting the Moments that Matter,Books,29.14,Five,In stock,,https://books.toscrape.com/catalogue/looking-for-lovely-collecting-the-moments-that-matter_710/index.html,2025-12-18
292,"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",Books,46.91,Four,In stock,,https://books.toscrape.com/catalogue/living-leadership-by-insight-a-good-leader-achieves-a-great-leader-builds-monuments_709/index.html,2025-12-18
293,Let It Out: A Journey Through Journaling,Books,26.79,Five,In stock,,https://books.toscrape.com/catalogue/let-it-out-a-journey-through-journaling_708/index.html,2025-12-18
294,Lady Midnight (The Dark Artifices #1),Books,16.28,Five,In stock,,https://books.toscrape.com/catalogue/lady-midnight-the-dark-artifices-1_707/index.html,2025-12-18
295,"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",Books,19.55,One,In stock,,https://books.toscrape.com/catalogue/its-all-easy-healthy-delicious-weeknight-meals-in-under-30-minutes_706/index.html,2025-12-18
296,Island of Dragons (Unwanteds #7),Books,29.65,One,In stock,,https://books.toscrape.com/catalogue/island-of-dragons-unwanteds-7_705/index.html,2025-12-18
297,I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,Books,25.98,Four,In stock,,https://books.toscrape.com/catalogue/i-know-what-im-doing-and-other-lies-i-tell-myself-dispatches-from-a-life-under-construction_704/index.html,2025-12-18
298,I Am Pilgrim (Pilgrim #1),Books,10.6,Four,In stock,,https://books.toscrape.com/catalogue/i-am-pilgrim-pilgrim-1_703/index.html,2025-12-18
299,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",Books,14.75,Five,In stock,,https://books.toscrape.com/catalogue/hyperbole-and-a-half-unfortunate-situations-flawed-coping-mechanisms-mayhem-and-other-things-that-happened_702/index.html,2025-12-18
300,"Hush, Hush (Hush, Hush #1)",Books,47.02,Three,In stock,,https://books.toscrape.com/catalogue/hush-hush-hush-hush-1_701/index.html,2025-12-18
301,Hold Your Breath (Search and Rescue #1),Books,28.82,One,In stock,,https://books.toscrape.com/catalogue/hold-your-breath-search-and-rescue-1_700/index.html,2025-12-18
302,Hamilton: The Revolution,Books,58.79,Three,In stock,,https://books.toscrape.com/catalogue/hamilton-the-revolution_699/index.html,2025-12-18
303,Greek Mythic History,Books,10.23,Five,In stock,,https://books.toscrape.com/catalogue/greek-mythic-history_698/index.html,2025-12-18
304,God: The Most Unpleasant Character in All Fiction,Books,30.03,Five,In stock,,https://books.toscrape.com/catalogue/god-the-most-unpleasant-character-in-all-fiction_697/index.html,2025-12-18
305,Glory over Everything: Beyond The Kitchen House,Books,45.84,Three,In stock,,https://books.toscrape.com/catalogue/glory-over-everything-beyond-the-kitchen-house_696/index.html,2025-12-18
306,Feathers: Displays of Brilliant Plumage,Books,49.05,Three,In stock,,https://books.toscrape.com/catalogue/feathers-displays-of-brilliant-plumage_695/index.html,2025-12-18
307,"Far & Away: Places on the Brink of Change: Seven Continents, Twenty-Five Years",Books,15.06,Four,In stock,,https://books.toscrape.com/catalogue/far-away-places-on-the-brink-of-change-seven-continents-twenty-five-years_694/index.html,2025-12-18
308,Every Last Word,Books,46.47,Three,In stock,,https://books.toscrape.com/catalogue/every-last-word_693/index.html,2025-12-18
309,Eligible (The Austen Project #4),Books,27.09,Three,In stock,,https://books.toscrape.com/catalogue/eligible-the-austen-project-4_692/index.html,2025-12-18
310,El Deafo,Books,57.62,Five,In stock,,https://books.toscrape.com/catalogue/el-deafo_691/index.html,2025-12-18
311,Eight Hundred Grapes,Books,14.39,Four,In stock,,https://books.toscrape.com/catalogue/eight-hundred-grapes_690/index.html,2025-12-18
312,"Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life",Books,51.75,Five,In stock,,https://books.toscrape.com/catalogue/eaternity-more-than-150-deliciously-easy-vegan-recipes-for-a-long-healthy-satisfied-joyful-life_689/index.html,2025-12-18
313,"Eat Fat, Get Thin",Books,54.07,Two,In stock,,https://books.toscrape.com/catalogue/eat-fat-get-thin_688/index.html,2025-12-18
314,Don't Get Caught,Books,55.35,One,In stock,,https://books.toscrape.com/catalogue/dont-get-caught_687/index.html,2025-12-18
315,Doctor Sleep (The Shining #2),Books,40.12,Two,In stock,,https://books.toscrape.com/catalogue/doctor-sleep-the-shining-2_686/index.html,2025-12-18
316,Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),Books,37.51,Five,In stock,,https://books.toscrape.com/catalogue/demigods-magicians-percy-and-annabeth-meet-the-kanes-percy-jackson-kane-chronicles-crossover-1-3_685/index.html,2025-12-18
317,Dear Mr. Knightley,Books,11.21,Five,In stock,,https://books.toscrape.com/catalogue/dear-mr-knightley_684/index.html,2025-12-18
318,Daily Fantasy Sports,Books,36.58,One,In stock,,https://books.toscrape.com/catalogue/daily-fantasy-sports_683/index.html,2025-12-18
